FOOD COMMODITY GROUP;FOOD COMMODITY TYPOLOGY;FOOD COMMODITY ITEM;Carbon footprint  (kg CO2 eq/kg or litre of food commodity);Type of source;Full Reference;Publication year;System Boundary  Distribution;Country;Region;Notes;Reported in other data summaries;Modification of original values 
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;2,218;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt prima natura bio , gusto fragola. Registration number S-P-00817, Rev. 1, Approval date 2017.12.06, valid 3 years.;2017;DC;Italy;Mediterranean area;yogurt strawberry, organic;this study;P
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;2,475;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt Yomo alta digeribilità senza lattosio, agli agrumi di sicilia. Registration number S-P-00483, Rev. 2, Approval date 2018.08.03, valid 3 years.;2018;DC;Italy;Mediterranean area;yogurt citrus fruit;this study;-
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;2,517;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt Yomo alta digeribilità senza lattosio, al caffè. Registration number S-P-00483, Rev. 2, Approval date 2018.08.03, valid 3 years.;2018;DC;Italy;Mediterranean area;yogurt coffee;this study;-
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;2,717;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt alta qualità gusti vari , gusto albicocca. Registration number S-P-00294, Rev. 3, Approval date 2018.10.23, valid 3 years.;2018;DC;Italy;Mediterranean area;yogurt apricot;this study;-
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;2,767;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt alta qualità gusti vari , gusto cereali al cioccolato. Registration number S-P-00294, Rev. 3, Approval date 2018.10.23, valid 3 years.;2018;DC;Italy;Mediterranean area;yogurt cereals&chocolate;this study;-
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;2,845;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt alta qualità gusti vari , gusto vaniglia. Registration number S-P-00294, Rev. 3, Approval date 2018.10.23, valid 3 years.;2018;DC;Italy;Mediterranean area;yogurt vanilla;this study;-
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;2,861;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt alta qualità gusti vari , gusto limone Registration number S-P-00294, Rev. 3, Approval date 2018.10.23, valid 3 years.;2018;DC;Italy;Mediterranean area;yogurt lemon;this study;-
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;2,9;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt alta qualità gusti vari , gusto banana Registration number S-P-00294, Rev. 3, Approval date 2018.10.23, valid 3 years.;2018;DC;Italy;Mediterranean area;yogurt banana;this study;-
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;2,9;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt alta qualità gusti vari , gusto frutti di bosco. Registration number S-P-00294, Rev. 3, Approval date 2018.10.23, valid 3 years.;2018;DC;Italy;Mediterranean area;yogurt berries;this study;-
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;2,904;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt alta qualità gusti vari , gusto caffè. Registration number S-P-00294, Rev. 3, Approval date 2018.10.23, valid 3 years.;2018;DC;Italy;Mediterranean area;yogurt coffee;this study;-
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;2,92;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt alta qualità gusti vari , gusto ananas Registration number S-P-00294, Rev. 3, Approval date 2018.10.23, valid 3 years.;2018;DC;Italy;Mediterranean area;yogurt ananas;this study;-
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;2,92;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt alta qualità gusti vari , gusto cereali e riso. Registration number S-P-00294, Rev. 3, Approval date 2018.10.23, valid 3 years.;2018;DC;Italy;Mediterranean area;yogurt cereals & rice;this study;-
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;2,931;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt alta qualità gusti vari , gusto nocciola. Registration number S-P-00294, Rev. 3, Approval date 2018.10.23, valid 3 years.;2018;DC;Italy;Mediterranean area;yogurt hazelnut;this study;-
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;2,955;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt alta qualità gusti vari , gusto 5 cereali Registration number S-P-00294, Rev. 3, Approval date 2018.10.23, valid 3 years.;2018;DC;Italy;Mediterranean area;yogurt cereals;this study;-
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;2,955;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt alta qualità gusti vari , gusto fragola Registration number S-P-00294, Rev. 3, Approval date 2018.10.23, valid 3 years.;2018;DC;Italy;Mediterranean area;yogurt strawberry;this study;-
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;2,974;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt alta qualità gusti vari , gusto cigliegia. Registration number S-P-00294, Rev. 3, Approval date 2018.10.23, valid 3 years.;2018;DC;Italy;Mediterranean area;yogurt cherries;this study;-
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;2,98;EPD;Granarolo. Dichiarazione ambientale di prodotto dello yogurt all'albicocca da agricoltura biologica, Registration number S-P-00131, Rev. 1, Approval date 2014.10.31, valid 3 years.;2014;DC;Italy;Mediterranean area;yogurt apricot, organic;BCFN (double pyramid 2016);P
ANIMAL HUSBANDRY;YOGURT;YOGURT FLAVOURED;3,85;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt biologici alla frutta, Registration number S-P-00131, Rev. 2, Approval date 2015.07.01, valid 3 years.;2015;DC;Italy;Mediterranean area;yogurt fruit, organic;BCFN (double pyramid 2016);P
ANIMAL HUSBANDRY;YOGURT;YOGURT LACTOSE FREE;2,2;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt Yomo alta digeribilità senza lattosio, bianco intero. Registration number S-P-00483, Rev. 2, Approval date 2018.08.03, valid 3 years.;2018;DC;Italy;Mediterranean area;-;this study;-
ANIMAL HUSBANDRY;YOGURT;YOGURT LACTOSE FREE;3,46;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt alta digeribilità senza lattosio, Registration number S-P-00483, Rev. 1, Approval date 2015.07.01, valid 3 years.;2015;DC;Italy;Mediterranean area;-;BCFN (double pyramid 2016);-
ANIMAL HUSBANDRY;YOGURT;YOGURT LACTOSE FREE;3,48;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt alta digeribilità senza lattosio, Registration number S-P-00483, Rev. 1, Approval date 2015.07.01, valid 3 years.;2015;DC;Italy;Mediterranean area;-;BCFN (double pyramid 2016);-
ANIMAL HUSBANDRY;YOGURT;YOGURT LACTOSE FREE;3,5;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt alta digeribilità senza lattosio, Registration number S-P-00483, Rev. 1, Approval date 2015.07.01, valid 3 years.;2015;DC;Italy;Mediterranean area;-;BCFN (double pyramid 2016);-
ANIMAL HUSBANDRY;YOGURT;YOGURT WHITE;1,17;CONFERENCE;Lindenthal, T., T. Markut, S. Hörtenhuber and G. Rudolph (2010). Greenhouse Gas Emissions of Organic and Conventional Foodstuffs in Austria. VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010). Bari, Italy.;2010;RDC;Austria;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;YOGURT;YOGURT WHITE;1,23;CONFERENCE;Møller, H., V. Schakenda, O. J. Hanssen and J. Nousiainen (2012). Food waste from cheese and yoghurt in a life cycle perspective. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes.;2012;RDC;Norway;N Europe;500ml cup;Clune et al 2017 database;-
ANIMAL HUSBANDRY;YOGURT;YOGURT WHITE;1,27;CONFERENCE;Møller, H., V. Schakenda, O. J. Hanssen and J. Nousiainen (2012). Food waste from cheese and yoghurt in a life cycle perspective. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes.;2012;RDC;Norway;N Europe;8*125g pack;Clune et al 2017 database;-
ANIMAL HUSBANDRY;YOGURT;YOGURT WHITE;1,29;CONFERENCE;Møller, H., V. Schakenda, O. J. Hanssen and J. Nousiainen (2012). Food waste from cheese and yoghurt in a life cycle perspective. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes.;2012;RDC;Norway;N Europe;195g duo cup;Clune et al 2017 database;-
ANIMAL HUSBANDRY;YOGURT;YOGURT WHITE;1,31;CONFERENCE;Møller, H., V. Schakenda, O. J. Hanssen and J. Nousiainen (2012). Food waste from cheese and yoghurt in a life cycle perspective. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes.;2012;RDC;Norway;N Europe;300g bottle;Clune et al 2017 database;-
ANIMAL HUSBANDRY;YOGURT;YOGURT WHITE;1,31;JOURNAL;"Dunkley, C. S. and K. D. Dunkley (2013). ""REVIEW - Greenhouse Gas Emissions from Livestock and Poultry, Agric Food Anal Bacteriol , 2013."" Agric. Food Anal. Bacteriol 3:17-29.";2013;RDC;USA;N America;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;YOGURT;YOGURT WHITE;1,377;CONFERENCE;Lindenthal, T., T. Markut, S. Hörtenhuber and G. Rudolph (2010). Greenhouse Gas Emissions of Organic and Conventional Foodstuffs in Austria. VII International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2010). Bari, Italy.;2010;RDC;Austria;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;YOGURT;YOGURT WHITE;1,45;JOURNAL;"Berlin, J., U. Sonesson and A.-M. Tillman (2008). ""Product Chain Actors' Potential for Greening the Product Life Cycle."" Journal of Industrial Ecology 12(1): 95-110.";2008;RDC;Sweden;N Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;YOGURT;YOGURT WHITE;1,5;JOURNAL;"Vergé, X. P. C., D. Maxime, J. A. Dyer, R. L. Desjardins, Y. Arcand and A. Vanderzaag (2013). ""Carbon footprint of Canadian dairy products: Calculations and issues."" Journal of Dairy Science 96(9): 6091-6104.";2013;RDC;Canada;N America;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;YOGURT;YOGURT WHITE;1,64;CONFERENCE;Vergè, X.P., D. Maxime, R.L. Desjardins, Y. Arcand, D. Worth. Carbon footprint of Canadian dairy products: national and regional assessments, 2012. In: Corson, M.S., H.M.G. Van der Werf. Book of Abstract of the 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012), 1-4 October 2012, Saint Malo, France. Rennes, France: INRA, 2012. GROUP 2(A):727-728.;2012;RDC;Canada;N America;-;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;YOGURT;YOGURT WHITE;1,74;CONFERENCE;Flysjo, A., A. K. Modin-Edman, How to use LCA in a company context the case of a dairy cooperative. In Schenck, R., D. Huizenga. Proceedings of the 9th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2014), 8-10 October 2014, San Francisco, USA. ACLCA, Vashon, WA, USA.;2014;RDC;N Europe;N Europe;-;BCFN (double pyramid 2016);P+T
ANIMAL HUSBANDRY;YOGURT;YOGURT WHITE;1,776;JOURNAL;"González-García, S., É. Castanheira, A. Dias and L. Arroja (2013). ""Environmental life cycle assessment of a dairy product: the yoghurt."" The International Journal of Life Cycle Assessment 18(4): 796-811.";2013;RDC;Portugal;Mediterranean area;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;YOGURT;YOGURT WHITE;2;REPORT;Büsser, S., N. Jungbluth. (2009) LCA of Yoghurt Packed in Polystyrene Cup and Aluminium-Based Lidding, ESU-services Ltd. Uster. Accessed 10/02/2015 from http://packaging.world-aluminium.org/uploads/media/ESU-Yoghurt_2009_-Exec_Sum_01.pdf.;2009;RDC;Europe;Europe;-;Clune et al 2017 database;-
ANIMAL HUSBANDRY;YOGURT;YOGURT WHITE;2,32;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt prima natura bio , bianco. Registration number S-P-00817, Rev. 1, Approval date 2017.12.06, valid 3 years.;2017;DC;Italy;Mediterranean area;organic;this study;P
ANIMAL HUSBANDRY;YOGURT;YOGURT WHITE;2,323;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt prima natura bio , bianco magro. Registration number S-P-00817, Rev. 1, Approval date 2017.12.06, valid 3 years.;2017;DC;Italy;Mediterranean area;organic;this study;P
ANIMAL HUSBANDRY;YOGURT;YOGURT WHITE;2,7;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt alta qualità bianco cremoso e bianco dolce , Registration number S-P-00482, Rev. 3, Approval date 2018.10.23, valid 3 years.;2018;DC;Italy;Mediterranean area;-;this study;-
ANIMAL HUSBANDRY;YOGURT;YOGURT WHITE;3,63;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt biologici bianco cremoso intero e bianco magro, Registration number S-P-00132, Rev. 1, Approval date 2015.07.01, valid 3 years.;2015;DC;Italy;Mediterranean area;organic;BCFN (double pyramid 2016);P
ANIMAL HUSBANDRY;YOGURT;YOGURT WHITE;3,83;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt alta qualità bianco cremoso e bianco dolce, Registration number S-P-00482, Rev. 1, Approval date 2015.07.01, valid 3 years.;2015;DC;Italy;Mediterranean area;-;BCFN (double pyramid 2016);-
ANIMAL HUSBANDRY;YOGURT;YOGURT WHITE;3,97;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt biologici bianco cremoso intero e bianco magro, Registration number S-P-00132, Rev. 1, Approval date 2015.07.01, valid 3 years.;2015;DC;Italy;Mediterranean area;organic;BCFN (double pyramid 2016);P
ANIMAL HUSBANDRY;YOGURT;YOGURT WHITE;4,07;EPD;Granarolo. Dichiarazione ambientale di prodotto degli yogurt alta qualità bianco cremoso e bianco dolce, Registration number S-P-00482, Rev. 1, Approval date 2015.07.01, valid 3 years.;2015;DC;Italy;Mediterranean area;-;BCFN (double pyramid 2016);-
CROPS;COFFEE GREEN;COFFEE GREEN;0,285;JOURNAL;Noponen, M. R., Edwards-Jones, G., Haggar, J. P., Soto, G., Attarzadeh, N., & Healey, J. R. (2012). Greenhouse gas emissions in coffee grown with differing input levels under conventional and organic management. Agriculture, ecosystems & environment, 151, 6-15.;2012;RDC;Nicaragua;S America;organic moderate;this study;P+T
CROPS;COFFEE GREEN;COFFEE GREEN;0,395;JOURNAL;Noponen, M. R., Edwards-Jones, G., Haggar, J. P., Soto, G., Attarzadeh, N., & Healey, J. R. (2012). Greenhouse gas emissions in coffee grown with differing input levels under conventional and organic management. Agriculture, ecosystems & environment, 151, 6-15.;2012;RDC;Nicaragua;S America;conventional moderate;this study;P+T
CROPS;COFFEE GREEN;COFFEE GREEN;0,396;JOURNAL;Noponen, M. R., Edwards-Jones, G., Haggar, J. P., Soto, G., Attarzadeh, N., & Healey, J. R. (2012). Greenhouse gas emissions in coffee grown with differing input levels under conventional and organic management. Agriculture, ecosystems & environment, 151, 6-15.;2012;RDC;Costa Rica;C America;organic moderate;this study;P+T
CROPS;COFFEE GREEN;COFFEE GREEN;0,485;JOURNAL;Noponen, M. R., Edwards-Jones, G., Haggar, J. P., Soto, G., Attarzadeh, N., & Healey, J. R. (2012). Greenhouse gas emissions in coffee grown with differing input levels under conventional and organic management. Agriculture, ecosystems & environment, 151, 6-15.;2012;RDC;Costa Rica;C America;organic intensive;this study;P+T
CROPS;COFFEE GREEN;COFFEE GREEN;0,487;JOURNAL;Noponen, M. R., Edwards-Jones, G., Haggar, J. P., Soto, G., Attarzadeh, N., & Healey, J. R. (2012). Greenhouse gas emissions in coffee grown with differing input levels under conventional and organic management. Agriculture, ecosystems & environment, 151, 6-15.;2012;RDC;Nicaragua;S America;conventional intensive;this study;P+T
CROPS;COFFEE GREEN;COFFEE GREEN;0,499;JOURNAL;Noponen, M. R., Edwards-Jones, G., Haggar, J. P., Soto, G., Attarzadeh, N., & Healey, J. R. (2012). Greenhouse gas emissions in coffee grown with differing input levels under conventional and organic management. Agriculture, ecosystems & environment, 151, 6-15.;2012;RDC;Nicaragua;S America;organic intensive;this study;P+T
CROPS;COFFEE GREEN;COFFEE GREEN;0,703;JOURNAL;Noponen, M. R., Edwards-Jones, G., Haggar, J. P., Soto, G., Attarzadeh, N., & Healey, J. R. (2012). Greenhouse gas emissions in coffee grown with differing input levels under conventional and organic management. Agriculture, ecosystems & environment, 151, 6-15.;2012;RDC;Costa Rica;C America;conventional moderate;this study;P+T
CROPS;COFFEE GREEN;COFFEE GREEN;0,707;JOURNAL;Noponen, M. R., Edwards-Jones, G., Haggar, J. P., Soto, G., Attarzadeh, N., & Healey, J. R. (2012). Greenhouse gas emissions in coffee grown with differing input levels under conventional and organic management. Agriculture, ecosystems & environment, 151, 6-15.;2012;RDC;Costa Rica;C America;conventional intensive;this study;P+T
CROPS;COFFEE GREEN;COFFEE GREEN;2,744;CONFERENCE;Guagliumi, L., Pini, M., Mohaddes Khorassani, S., Neri, P., Zerazion, E., & Ferrari, A. M. (2015). Life Cycle Assessment of the production and import of Arabica Brazilian coffee. In LCA for “feeding the planet and energy for life”-International conference on Life Cycle Assessment as reference methodology for assessing supply chains and supporting global sustainability challenges (pp. 151-154). ENEA–Servizio Promozione e Comunicazione.;2015;IMPORTED FROM  ITALY;Brazil;S America;-;this study;P
CROPS;DRIED FRUIT;DATE;0,32;REPORT;Audsley, E., M. Brander, J. Chatterton, D. Murphy-Bokern, C. Webster and A. Williams (2009). How low can we go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050. London, FCRN-WWF. Accessed: 17/02/2015 from: An assessment of greenhouse gas emissions from the UK food system end and the scope to reduce them by 2050 wwf.org.uk/downloads/how_low_report_1.pdf;2009;RDC;UK;N Europe;-;Clune et al 2017 database;-
CROPS;DRIED FRUIT;RAISIN;0,47;JOURNAL;"Venkat, K. (2012). ""Comparison of Twelve Organic and Conventional Farming Systems: A Life Cycle Greenhouse Gas Emissions Perspective."" Journal of Sustainable Agriculture 36(6): 620-649.";2012;RDC;USA;N America;organic;BCFN (double pyramid 2016);P+T
CROPS;FRUIT FROZEN;RASPBERRY (F);7,7;CONFERENCE;Foster, C., M. Holmes, J. Wiltshire and S. Wynn (2012). The environmental effects of seasonal food purchase: a case study. 8th International Conference on Life Cycle Assessment in the Agri-Food Sector (LCA Food 2012). Saint Malo, France. Rennes.;2012;RETAILER;UK;N Europe;frozen;BCFN (double pyramid 2016);-
